"","gamePlayId","playSide","possessionTeam","ballCarrierId","defensiveTeam","edgeSetterId_atMaxChange","frames_from_start_atMaxChange","total_change_at_max_change","relative_total_change","max_EIR_atMaxChange","expectedPointsAdded"
"396","2022091809 2614","left","DAL",43293,"CIN",44915,9,23.3402815790412,-18.2917184209588,86.6344690248957,-0.81982468
"397","2022091809 2748","left","DAL",47911,"CIN",53540,3,21.6786532721545,-19.9533467278455,65.5472905574392,-0.316454902
"398","2022091809 2968","right","DAL",47911,"CIN",46138,13,17.9526734776207,6.02732652237927,53.7454287391352,-0.226291304
"399","2022091809 3451","left","CIN",44927,"DAL",53441,3,5.67668715332533,-3.5033128466747,47.3127046911265,-0.269909044
"400","2022091809 3501","right","CIN",44860,"DAL",53513,6,4.63703484921733,4.63703484921733,38.5506530553823,-0.238106622
"401","2022091809 398","left","CIN",44860,"DAL",41263,9,12.2774357587734,-12.2774357587734,65.8498241239075,-0.452303465
"402","2022091809 56","left","DAL",43293,"CIN",45226,9,13.0577656264367,-13.0577656264368,56.8492672696043,-0.135173077
"403","2022091809 630","left","DAL",47911,"CIN",45226,10,14.9989863453744,-13.3410136546256,75.8264366465078,-0.494982113
"404","2022091809 651","left","DAL",47911,"CIN",44915,3,23.8751139834635,-17.7568860165365,70.6250207135344,-0.555961764
"405","2022091809 948","right","DAL",43293,"CIN",46146,9,13.6517335413715,6.72826645862847,61.1817108032493,-0.374175282
"406","2022091809 969","left","DAL",43293,"CIN",45226,9,19.7353538846614,-17.4246461153387,76.8971088884085,-0.43269195
"407","2022091810 1168","left","DEN",53464,"HOU",43497,13,14.1455966000213,-14.1455966000213,51.6143932128889,-0.468773907
"408","2022091810 1470","left","HOU",54572,"DEN",42403,3,5.18900609186466,-1.75099390813537,62.8298664890542,0.210286929
"409","2022091810 1515","left","HOU",54572,"DEN",53534,12,14.8262620836715,-14.8262620836716,69.189572858137,0.532663127
"410","2022091810 1884","right","HOU",54572,"DEN",53534,7,6.70891464431338,-2.5504232573642,65.3914618186914,-0.116410327
"411","2022091810 2118","right","DEN",53464,"HOU",35470,3,8.82229687872629,8.82229687872629,60.1288489851547,0.871384518
"412","2022091810 2560","left","HOU",54572,"DEN",42403,6,7.5978234379329,-7.5978234379329,58.9069912094515,-0.829723849
"413","2022091810 260","right","DEN",42358,"HOU",46229,2,13.4706703197021,13.4706703197021,61.0410040861067,-0.882793547
"414","2022091810 2665","right","HOU",54572,"DEN",46074,6,11.4794364966783,11.4794364966783,71.8723086350186,-0.886665667
"415","2022091810 2809","left","DEN",42358,"HOU",35470,6,9.46569241023116,-5.47430758976878,64.5347070514225,-0.427847594
"416","2022091810 2943","right","DEN",53464,"HOU",52498,2,11.9776825130101,-1.6176825130101,49.7471923012125,0.028517742
"417","2022091810 3646","left","DEN",42358,"HOU",55045,8,11.0618166762034,-2.23818332379665,61.6455151941354,-0.447763474
"418","2022091810 3667","right","DEN",42358,"HOU",41300,5,13.198585310201,13.198585310201,43.1434112720633,1.031848235
"419","2022091810 78","left","HOU",54572,"DEN",46074,3,4.92330314747392,-1.5566968525261,52.0642653796183,0.105007391
"420","2022091810 862","left","HOU",54572,"DEN",45011,4,10.0711622722509,-2.18883772774913,58.483014420788,0.971199094
"421","2022091811 1031","right","ARI",44917,"LV",47889,8,19.1714249453025,19.1714249453025,52.8229612826206,-0.153791087
"422","2022091811 206","left","LV",47807,"ARI",41403,3,8.28031529579904,-3.75968470420096,47.6293331075829,-0.475775165
"423","2022091811 3100","left","ARI",52630,"LV",46387,10,15.793028471558,-15.793028471558,69.0827690866229,-0.466822869
"424","2022091811 3169","right","ARI",46526,"LV",47889,7,9.86325522698561,9.86325522698561,68.307702068633,0.095567747
"425","2022091811 3428","right","LV",47807,"ARI",37084,4,6.87340347434787,-5.87813279257344,65.513378859009,0.263323076
"426","2022091811 3470","left","LV",47807,"ARI",47848,3,7.86626407935002,-6.87373592064998,71.7704975048739,-1.113274946
"427","2022091811 3652","right","ARI",46526,"LV",47889,3,9.5333960225399,9.5333960225399,61.0414102722847,0.765901321
"428","2022091811 3673","left","ARI",46526,"LV",47787,6,8.3442399557866,-4.2757600442134,73.767981169891,-1.401267562
"429","2022091811 550","left","ARI",44917,"LV",43411,7,10.3868155591684,-6.43318444083167,65.2952975130286,0.071469727
"430","2022091811 595","right","ARI",52630,"LV",46214,10,5.66275471070742,5.66275471070742,65.9664823221913,-0.301677085
"431","2022091811 748","left","LV",47807,"ARI",42401,2,3.72382047423339,-1.35617952576661,54.3573254944797,-0.176285409
"432","2022091812 1086","right","CHI",53646,"GB",47795,12,22.3142881928698,19.3177118071302,77.3389085392766,-0.576504473
"433","2022091812 1107","right","CHI",53646,"GB",54487,16,17.3503929964469,12.3296070035532,74.6635074443127,0.009149377
"434","2022091812 1281","right","GB",52470,"CHI",54639,2,2.54144709376368,2.54144709376368,36.6412507893005,0.335653413
"435","2022091812 133","right","GB",52470,"CHI",46153,10,21.0453362029509,21.0453362029509,72.4131819554649,-0.286249581
"436","2022091812 1687","left","GB",52470,"CHI",42443,9,23.922586772134,-17.709413227866,62.6387641741415,-0.091079978
"437","2022091812 1991","left","GB",44995,"CHI",37087,17,23.0102638919569,-23.0102638919569,80.9699944217572,-0.059551084
"438","2022091812 2083","left","GB",52470,"CHI",37087,8,10.6139237610269,-27.8034571847166,57.8289459828385,1.670218548
"439","2022091812 221","left","GB",52470,"CHI",37087,6,15.3429564124021,7.16295641240205,67.374353948764,-0.692148959
"440","2022091812 2403","left","GB",52470,"CHI",37087,9,10.5853547686678,-10.5853547686677,65.5403971334201,0.294132778
"441","2022091812 2685","right","CHI",53646,"GB",54644,10,7.14540334250219,0.794596657497806,61.6243048755473,0.394252434
"442","2022091812 2789","right","CHI",47856,"GB",43426,2,10.3403151045546,10.3403151045546,57.864750773505,-0.344570243
"443","2022091812 3298","left","GB",52470,"CHI",54639,9,19.7766944857318,-40.9513371222027,74.0975949443685,0.559707737
"444","2022091812 3326","right","GB",52470,"CHI",46290,7,8.15694557749728,7.46305442250275,60.730169829699,0.598538944
"445","2022091812 426","right","CHI",47856,"GB",47795,6,23.6435057306827,12.4164942693173,69.5152290815876,1.249922748
"446","2022091900 1066","left","TEN",54596,"BUF",52462,10,16.620801539161,-4.95919846083896,62.7412449059258,-0.631630282
"447","2022091900 1116","left","TEN",43334,"BUF",46085,15,4.0456919636556,0.613126684708249,42.4002414079861,-0.849656455
"448","2022091900 1372","right","BUF",47857,"TEN",44869,8,8.94983360648706,1.93016639351293,44.2108194313722,-0.16790315
"449","2022091900 1507","right","TEN",43334,"BUF",44976,17,10.2317707856228,3.06822921437714,49.3863577638378,-0.426144723
"450","2022091900 1528","left","TEN",43334,"BUF",37075,8,23.2156516228942,-18.4163483771058,66.3469278032204,-0.821618967
"451","2022091900 2046","right","TEN",43334,"BUF",53459,12,10.0464153591399,6.81358464086008,69.4281029543517,0.060542993
"452","2022091900 2067","right","TEN",43334,"BUF",53459,6,7.44636090250174,-5.08636090250178,68.6204275108261,-1.096543951
"453","2022091900 3508","right","TEN",54596,"BUF",43780,2,11.285043038779,11.285043038779,62.6543398414485,-0.906414833
"454","2022091900 3644","left","BUF",54528,"TEN",46457,17,17.4742136440242,-13.8857863559758,74.8322771572151,-0.428116255
"455","2022091900 3671","right","BUF",54528,"TEN",46457,18,9.29068127800298,9.29068127800298,72.8892387482819,-0.696884091
"456","2022091900 3692","right","BUF",54528,"TEN",48462,13,24.1905773625563,17.4414226374437,62.9948035604074,-1.341626989
"457","2022091900 3753","right","TEN",54596,"BUF",54554,11,25.9463898180252,4.49361018197493,76.8505770238121,-0.208435384
"458","2022091900 3851","right","BUF",54528,"TEN",53900,10,24.539836807757,24.539836807757,85.9010030050491,-0.10418761
"459","2022091900 3980","right","BUF",54528,"TEN",53900,11,9.13342139296776,9.13342139296776,69.5481632287953,0.987932107
"460","2022091900 438","right","TEN",43334,"BUF",41341,13,18.1789301878596,18.1789301878596,74.3968704285912,-0.43740884
"461","2022091900 588","left","TEN",43334,"BUF",54650,21,14.8912337862041,-14.4087662137959,60.5014702682993,-1.490130028
"462","2022091900 93","right","BUF",47857,"TEN",43353,12,12.5505187771307,12.5505187771307,39.8351035580114,1.629665421
"463","2022091901 1890","right","PHI",53579,"MIN",42431,10,4.27668798242524,4.27668798242524,68.361631517018,0.273790027
"464","2022091901 1940","left","PHI",53579,"MIN",42465,4,9.28487094942957,-4.73512905057052,63.5502577904403,-0.208631582
"465","2022091901 2247","left","MIN",44853,"PHI",43378,16,15.527841305821,-15.527841305821,72.0776657507736,0.448631415
"466","2022091901 2428","right","PHI",47836,"MIN",42465,3,13.6601023541569,13.6601023541569,62.629243598454,1.167097536
"467","2022091901 2449","left","PHI",47836,"MIN",46165,9,5.3926441899589,-4.40735581004117,61.9260566371327,0.190669027
"468","2022091901 2470","left","PHI",47836,"MIN",46165,12,9.04814029945953,-4.85185970054044,68.9845944344444,0.896918078
"469","2022091901 258","left","PHI",46270,"MIN",42465,5,9.3873120890689,-6.1726879109311,60.8496399285181,-0.099315624
"470","2022091901 2790","right","PHI",47836,"MIN",43361,3,8.13611036566226,8.13611036566226,58.5537485062699,-0.023638859
"471","2022091901 3536","right","PHI",47836,"MIN",43361,10,17.8188679715587,17.8188679715587,75.5106306943113,0.197793028
"472","2022091901 3578","left","PHI",47836,"MIN",42431,15,21.4935741647478,10.6535741647478,85.7424645966984,1.13008033
"473","2022091901 3599","left","PHI",47836,"MIN",43361,6,11.3179431968022,-9.44205680319777,73.3202092795794,-0.528558916
"474","2022091901 409","right","MIN",44853,"PHI",44825,2,11.3224157999155,11.3224157999155,63.4762462362441,-1.11466143
"475","2022091901 675","left","MIN",44853,"PHI",35452,3,9.25770130517432,-9.25770130517435,54.1017592794125,-0.266483289
"476","2022091901 936","right","PHI",47836,"MIN",43361,13,19.9715052728172,7.86849472718283,64.6002560611059,-0.456996129
"477","2022092200 1052","left","CLE",44898,"PIT",37104,7,8.31917865854624,-5.24082134145377,54.199548928431,-0.498020688
"478","2022092200 1348","left","PIT",53453,"CLE",44813,6,7.03408856892477,-7.0340885689248,54.6303154740739,0.25397025
"479","2022092200 1398","left","PIT",53453,"CLE",52496,16,9.02240726410128,-8.57759273589875,55.9169388472433,-0.129850963
"480","2022092200 1419","left","PIT",54905,"CLE",53481,35,10.0127056460791,-10.0127056460791,48.4340310089236,1.547580823
"481","2022092200 1502","right","PIT",53453,"CLE",45038,2,8.43052145870826,8.43052145870826,55.1655970611549,0.878007173
"482","2022092200 1523","right","PIT",53453,"CLE",46098,11,21.9225622024999,21.9225622024999,85.6747371575502,0.397733243
"483","2022092200 1686","left","CLE",46104,"PIT",37104,13,7.99094044038871,-2.28905955961127,57.4830323299112,-0.16718615
"484","2022092200 1707","right","CLE",44898,"PIT",48089,10,11.5223558515986,11.5223558515986,53.6266230111404,0.966576766
"485","2022092200 1735","right","CLE",44898,"PIT",48089,11,22.7926202872861,22.7926202872861,60.0501283216768,-0.322983015
"486","2022092200 214","right","PIT",53453,"CLE",44974,12,8.57861596324138,-3.79861596324137,50.9177630351166,-0.547196534
"487","2022092200 2156","left","PIT",53453,"CLE",46098,10,6.85975614101427,-4.54024385898572,76.2933180553793,0.286390366
"488","2022092200 240","right","PIT",53453,"CLE",46098,2,1.91928116147882,1.91928116147882,64.0726474872113,-0.399824181
"489","2022092200 2674","left","CLE",46104,"PIT",47793,16,10.0076025045617,-10.0076025045617,60.1063617691976,0.360244454
"490","2022092200 2716","left","CLE",44898,"PIT",35449,8,14.7155904229688,-14.7155904229688,70.2548765510154,2.110228246
"491","2022092200 2740","right","CLE",46104,"PIT",48089,3,15.0716879487208,15.0716879487208,54.0731786068935,-0.127826125
"492","2022092200 302","left","CLE",46104,"PIT",52510,7,20.233485191547,-18.766514808453,69.9891404723866,-0.309331536
"493","2022092200 3093","left","CLE",46104,"PIT",44886,12,14.6506092192888,-11.1893907807111,67.8453201844914,0.987540798
"494","2022092200 3114","right","CLE",44898,"PIT",52873,3,6.48222290622284,6.48222290622284,46.8090883236787,0.687410839
"495","2022092200 3135","left","CLE",44898,"PIT",52510,3,9.47546679087836,-7.08453320912167,58.8073181304064,-0.308040307
"496","2022092200 3308","left","PIT",53453,"CLE",52505,13,18.9475094447316,-18.9475094447316,57.8284439712655,-0.377644355
"497","2022092200 3439","right","CLE",46104,"PIT",48089,3,8.35407038479352,8.35407038479352,59.5141529828123,-0.193017029
"498","2022092200 3484","right","CLE",46104,"PIT",48089,7,7.93192055832598,7.93192055832598,67.5034048355725,-0.306186588
"499","2022092200 3664","left","CLE",44898,"PIT",47793,9,12.2865858176997,-6.67341418230029,68.6191237834572,-0.283112586
"500","2022092200 419","left","PIT",53453,"CLE",54573,8,4.63479333343295,-0.165206666567087,68.692900925088,0.634164251
"501","2022092200 440","right","PIT",53453,"CLE",54543,9,7.79526308870724,5.30473691129275,52.5239148764333,0.005049519
"502","2022092200 534","left","CLE",46104,"PIT",37104,13,5.94128199109275,2.08128199109274,53.5262997288641,-0.501473147
"503","2022092200 84","right","CLE",46104,"PIT",48089,4,7.37419362184428,7.37419362184428,51.6190586548756,1.487803269
"504","2022092200 887","left","PIT",53453,"CLE",46098,6,10.3654776081132,-4.21452239188687,62.342763674217,1.150607467
"505","2022092500 1746","right","NO",44879,"CAR",52446,12,8.7293429024804,8.7293429024804,53.3295342192454,-0.36626942
"506","2022092500 1825","left","NO",44879,"CAR",47799,12,13.9643510445412,5.52435104454128,70.7361269739833,-0.416890056
"507","2022092500 2239","left","NO",44879,"CAR",46205,13,25.3170748342921,-17.6889251657081,81.1702620676943,0.286250214
"508","2022092500 2284","right","NO",44879,"CAR",46527,14,10.9879856899451,10.9879856899451,56.0661790514668,-0.083174134
"509","2022092500 3413","right","CAR",53555,"NO",48544,5,7.62272878110697,7.62272878110697,61.9347931837894,-0.264450656
"510","2022092500 3653","left","CAR",44820,"NO",48027,5,27.3586360737199,2.55863607371992,70.5982758273196,-0.082322881
"511","2022092500 3980","right","CAR",44820,"NO",37097,4,6.62859513585428,6.62859513585428,52.3764648789494,-0.142644819
"512","2022092500 532","right","NO",44879,"CAR",47799,10,6.21953661233488,6.21953661233488,42.3561119538423,-0.549034365
"513","2022092500 787","left","CAR",53555,"NO",48537,4,27.0933435224657,-15.9126564775344,77.3970408050332,0.492600188
"514","2022092500 87","left","CAR",44820,"NO",48027,6,24.1816366103186,1.46163661031866,69.2637741132322,0.148933586
"515","2022092501 1122","right","CHI",53646,"HOU",46148,5,7.24485184027523,7.24485184027523,61.7053259614741,-0.001406194
"516","2022092501 1178","left","HOU",40138,"CHI",41599,11,5.92180377504764,-0.198196224952369,64.1700419200721,-0.216169809
"517","2022092501 1398","right","CHI",54668,"HOU",52498,8,6.41497192479272,6.41497192479272,50.734928261585,-1.142849621
"518","2022092501 1475","right","HOU",54572,"CHI",45009,3,18.4707870296723,-5.05078702967232,64.1160215286965,0.770474245
"519","2022092501 1676","right","CHI",54668,"HOU",54615,7,8.7532845920239,8.7532845920239,65.2701805400248,0.645448345
"520","2022092501 2081","right","CHI",53646,"HOU",35470,7,7.64872563537222,7.64872563537222,60.2523883423064,0.1730856
"521","2022092501 2236","right","HOU",54572,"CHI",45009,3,12.5364490279342,12.5364490279342,51.6640510236379,0.085009848
"522","2022092501 2398","right","CHI",53646,"HOU",47940,7,11.9242900036719,11.9242900036719,58.5425208003846,3.220367365
"523","2022092501 2448","left","CHI",53646,"HOU",35470,5,10.6626022555628,-10.6626022555628,71.4958482382712,-0.726648604
"524","2022092501 2837","right","HOU",54572,"CHI",45009,3,15.2621151244964,15.2621151244964,62.3987644303681,-2.644541466
"525","2022092501 3161","left","CHI",53646,"HOU",53624,15,12.0545705407323,-1.48542945926772,75.2518627401131,-0.44971238
"526","2022092501 417","right","CHI",47856,"HOU",53599,9,6.15306083783216,-6.15306083783219,55.612318336136,0.139987558
"527","2022092501 684","right","HOU",54572,"CHI",45009,2,4.29032550410685,4.29032550410685,49.7680338669931,0.783148606
"528","2022092501 724","right","HOU",54572,"CHI",45009,11,5.80717119159979,5.80717119159979,60.5028309750704,0.198892378
"529","2022092502 1567","right","KC",40011,"IND",47872,10,6.81151732930425,-6.81151732930431,64.3340342260941,0.631297244
"530","2022092502 1594","left","KC",52440,"IND",43296,6,25.0930072959537,-13.1069927040463,83.8042137873047,-0.279062326
"531","2022092502 182","left","IND",52449,"KC",46144,6,9.84239108485242,-0.837608915147598,53.5378461656037,0.058412762
"532","2022092502 2149","right","KC",54716,"IND",44957,14,6.11802233216582,5.78197766783416,63.8559109793422,-0.011395768
"533","2022092502 2196","right","KC",54716,"IND",53450,7,16.4931931850433,16.4931931850433,70.3066338368403,-0.032266142
"534","2022092502 2314","left","KC",42511,"IND",44957,7,20.1647500570677,-17.9552499429323,69.3233431576477,1.115285681
"535","2022092502 2358","right","KC",41325,"IND",53483,3,13.4947691258283,13.4947691258283,60.9417160699303,-0.189731342
"536","2022092502 2514","right","IND",52449,"KC",43326,8,11.768539400655,6.87146059934491,73.6759210036879,0.475643134
"537","2022092502 2734","right","KC",52440,"IND",46133,3,8.08525634337641,8.08525634337641,65.7834615690018,-0.101664087
"538","2022092502 3252","left","KC",52440,"IND",47832,5,10.9524898462268,-7.0875101537732,72.4623700584265,-1.750166362
"539","2022092502 3422","right","IND",52449,"KC",35493,12,11.7504879231836,11.7504879231836,72.6751417327494,-0.32208311
"540","2022092502 350","right","IND",52449,"KC",43326,9,20.7933707352394,20.7933707352394,83.6333448540521,-0.417159447
"541","2022092502 3593","right","IND",46173,"KC",43326,7,10.2550142185298,10.2550142185298,71.8816858428855,-0.745740399
"542","2022092502 3662","right","IND",46173,"KC",53487,23,14.6128262468589,5.66717375314114,73.4302747810137,0.53876975
"543","2022092502 442","right","IND",52449,"KC",52792,8,11.0471852956536,4.56317794587963,68.9133640060607,0.40081399
"544","2022092502 688","left","IND",52449,"KC",54495,8,15.5280857074038,-12.6519142925962,55.9850362467329,-1.792680946
"545","2022092502 86","right","IND",52449,"KC",42406,11,6.73082478493743,6.73082478493743,64.4099120192064,-0.034704356
"546","2022092502 870","right","IND",52449,"KC",46144,8,8.92072582014318,8.92072582014318,80.8629781422846,-0.020876279
"547","2022092502 910","left","IND",52449,"KC",42406,9,7.07236461910514,-1.78763538089476,63.8462666425546,-0.874638116
"548","2022092503 1670","left","MIA",46203,"BUF",53459,5,7.40745539942361,-1.25254460057641,71.2239350443748,0.346012635
"549","2022092503 1696","right","MIA",46203,"BUF",41341,8,9.25615741951562,9.25615741951562,57.4387462954498,-0.447184482
"550","2022092503 2397","left","BUF",54528,"MIA",42444,9,22.0174357587751,-22.0174357587752,73.9060030397696,0.19938033
"551","2022092503 2562","left","BUF",47857,"MIA",47796,4,13.7259085238333,-13.7259085238333,82.431978760192,-1.040675374
"552","2022092503 2807","left","MIA",46203,"BUF",43308,9,6.95105257365486,-6.95105257365481,49.0060779607118,-0.484356004
"553","2022092503 2944","left","BUF",52494,"MIA",53447,4,12.6930291662839,-10.1469708337161,73.2348445746092,-0.429233059
"554","2022092503 3178","right","MIA",42718,"BUF",43780,2,7.36314533798715,7.36314533798715,69.1379343800273,-0.247140226
"555","2022092503 3246","left","MIA",46203,"BUF",46232,8,22.6382267797508,-22.6382267797508,74.1955357409306,1.143228711
"556","2022092503 3639","right","BUF",47857,"MIA",43503,8,26.3109539630308,16.6950460369693,81.6225346868501,0.618613665
"557","2022092503 3660","right","BUF",47857,"MIA",40030,6,5.57112409480214,5.57112409480214,68.8029795186282,-0.037279802
"558","2022092503 499","right","MIA",46203,"BUF",37075,8,8.39601578193034,8.39601578193034,70.8337312371814,0.29885266
"559","2022092503 542","right","MIA",42718,"BUF",43780,4,13.1741604022059,-1.23416040220593,58.9276448034431,-1.243634527
"560","2022092503 600","left","BUF",52494,"MIA",53447,16,24.5302612215817,24.5302612215817,80.2787702027498,-0.627125365
"561","2022092503 621","left","BUF",52494,"MIA",53447,8,9.15678330748355,-6.34321669251645,76.2852274948233,-0.716527413
"562","2022092503 951","left","BUF",47857,"MIA",43503,20,18.2597625938888,10.7197625938888,85.857821997077,-0.620781464
"563","2022092504 1052","right","MIN",47885,"DET",47975,16,11.4967814529977,9.32321854700237,81.639989335821,-0.407639286
"564","2022092504 1151","right","MIN",47885,"DET",44834,7,10.1452107360249,10.1452107360249,57.0521662098087,0.627154857
"565","2022092504 2170","left","MIN",44853,"DET",46958,6,4.09165898787273,-3.54834101212714,59.2576250212799,-0.608576784
"566","2022092504 223","left","MIN",44853,"DET",54653,13,7.87158167474729,-7.87158167474729,63.227122888056,0.512122194
"567","2022092504 2260","right","DET",52443,"MIN",42431,12,14.9693663807099,14.9693663807099,58.3655973295896,0.899623646
"568","2022092504 2281","right","DET",44947,"MIN",42431,12,8.37173335481991,8.37173335481991,69.7377446060589,0.135016678
"569","2022092504 2402","left","DET",44947,"MIN",52525,7,6.19449463521694,-3.02550536478302,65.7958163073604,-0.040429563
"570","2022092504 244","left","MIN",44853,"DET",44834,3,9.53749454697927,-9.53749454697925,49.4676410738268,0.329369927
"571","2022092504 2575","left","MIN",44853,"DET",52475,5,7.51245394283151,-7.51245394283148,62.8969893887984,0.373892333
"572","2022092504 2596","left","MIN",44853,"DET",52475,8,10.5909173304814,-9.46908266951851,73.4960441423803,0.369257144
"573","2022092504 3192","left","DET",52443,"MIN",42431,4,4.0606520698521,-0.559347930147908,57.0403382790937,-0.246641031
"574","2022092504 3526","right","MIN",47885,"DET",54653,15,15.5521213046946,-1.69212130469459,52.8292613304024,1.968061596
"575","2022092504 3586","right","DET",44947,"MIN",42388,10,6.22838795747091,5.07161204252901,63.5910510157706,0.117064155
"576","2022092504 3660","left","DET",48707,"MIN",42465,2,8.18757475469852,-2.09242524530157,59.5120051463613,-0.360709257
"577","2022092504 3799","left","DET",44947,"MIN",52538,5,9.26918474521958,-9.2691847452196,55.7289588983773,-3.214552307
"578","2022092504 554","left","MIN",44853,"DET",44834,2,15.5598679077511,-5.760132092249,55.4938995022283,0.77954838
"579","2022092504 599","right","MIN",44853,"DET",54467,6,7.42959123462614,7.42959123462614,59.2830777876692,-0.548812939
"580","2022092504 691","right","DET",44947,"MIN",42431,8,8.40714761244644,5.17285238755355,57.3236700546152,-0.138326971
"581","2022092504 712","left","DET",44947,"MIN",42465,14,7.81432319477173,-1.62567680522824,42.0720599961083,1.277732875
"582","2022092504 868","left","DET",48707,"MIN",42465,2,8.01606894674872,-4.58393105325129,53.5874925511533,-0.142230025
"583","2022092505 1110","left","NE",47870,"BAL",33131,2,9.15314578223182,2.19314578223182,62.8918483158285,-0.004866939
"584","2022092505 1276","left","NE",53549,"BAL",33131,5,12.6099970773716,-12.0700029226284,64.1310738276768,0.601568027
"585","2022092505 1347","left","NE",53549,"BAL",52578,9,11.8743474433082,-9.80565255669177,65.8940445933581,-0.043005093
"586","2022092505 1930","left","NE",47870,"BAL",53460,13,10.7658367068994,2.0258367068995,72.4722193880623,-0.355477999
"587","2022092505 2142","left","BAL",47896,"NE",44944,17,13.310187408188,-5.80981259181203,47.4309588240569,0.741399207
"588","2022092505 2293","right","NE",53549,"BAL",53460,7,11.1947322427638,11.1947322427638,76.4772793693648,0.035434292
"589","2022092505 2338","left","NE",53549,"BAL",53460,9,7.32153024418555,-7.32153024418551,59.9016683883204,-0.179773054
"590","2022092505 2580","left","NE",47870,"BAL",52506,4,4.02551624309542,2.30551624309541,58.9605455638075,-0.52149786
"591","2022092505 2648","right","BAL",47896,"NE",52495,5,23.9636895939014,23.9636895939014,69.6418722282345,-0.784526928
"592","2022092505 2798","left","NE",53549,"BAL",52506,6,17.8016272183306,-12.0583727816694,70.0792324105269,-1.06604511
"593","2022092505 3539","right","BAL",52463,"NE",43435,14,13.4828648437246,13.4828648437246,64.6045637358104,-0.620222353
"594","2022092505 399","left","BAL",52463,"NE",46212,15,11.597879893727,-8.60212010627299,81.4369596387568,-0.31843889
"595","2022092505 702","left","NE",53549,"BAL",53460,4,6.67012893083123,-16.3991578063522,57.9942919186848,-0.041867538
"596","2022092506 1116","right","NYJ",54501,"CIN",46146,2,16.267898996623,16.267898996623,62.1153377350023,-0.55211655
"597","2022092506 1185","right","NYJ",54501,"CIN",46146,4,16.5408287254996,16.5408287254996,40.320812933688,-0.83054803
"598","2022092506 1391","right","CIN",44860,"NYJ",43301,5,12.4794188516591,2.00686412126392,62.9847324026251,0.252456513
"599","2022092506 1434","left","CIN",44860,"NYJ",46255,4,15.9063278752039,-15.9063278752039,67.7651032629297,-1.116393857
"600","2022092506 2790","right","CIN",44860,"NYJ",46204,6,12.766246199079,12.766246199079,64.7190628574929,-1.099697675
"601","2022092506 3244","left","NYJ",54501,"CIN",53498,2,9.82489778575775,-7.05510221424228,58.4661220759807,0.801661417
"602","2022092506 3332","left","NYJ",53536,"CIN",53498,11,13.2520049633179,-11.7879950366821,66.85783210556,-0.177681314
"603","2022092506 3612","right","NYJ",54501,"CIN",52473,15,24.2890078946962,24.2890078946962,86.5135750273383,0.377905563
"604","2022092506 3644","left","NYJ",54501,"CIN",45226,7,8.24389695089371,-3.65610304910638,65.8748589125452,0.923644378
"605","2022092506 3908","left","CIN",44927,"NYJ",42467,5,9.90398730320959,-9.15601269679038,62.0158906821587,0.238209268
"606","2022092506 3929","right","CIN",44927,"NYJ",54491,4,5.08687725799723,5.08687725799723,54.4966980289768,0.1741001
"607","2022092506 3950","right","CIN",44927,"NYJ",54491,8,9.31139237431589,9.31139237431589,66.6130034135964,0.460663156
"608","2022092506 3971","left","CIN",44927,"NYJ",42467,9,19.9724074238081,-17.8675925761918,79.6907456681659,-0.211038312
"609","2022092506 3997","right","CIN",44927,"NYJ",42467,11,19.7070649717448,19.7070649717448,66.944471935058,0.314321585
"610","2022092506 4039","right","CIN",44927,"NYJ",46253,11,7.85102781780743,7.85102781780743,72.7440015490722,0.259797159
"611","2022092506 4102","left","CIN",44927,"NYJ",47786,11,25.6860805563211,17.8260805563211,81.0879543434102,-0.395151583
"612","2022092506 4138","right","CIN",44927,"NYJ",42467,16,17.951588040876,17.951588040876,81.346152128085,-0.21579823
"613","2022092506 495","right","NYJ",53536,"CIN",46146,18,18.0505220955739,18.0505220955739,56.8427300000818,1.121537046
"614","2022092506 593","left","NYJ",54501,"CIN",53498,8,9.81352995798657,-23.6359841960356,59.9011493018271,-0.294371505
"615","2022092506 696","right","CIN",44860,"NYJ",46204,6,11.3141870555063,11.3141870555063,70.8095459267051,-0.285744797
"616","2022092507 1183","left","TEN",43334,"LV",38551,2,6.52838295771599,-4.8716170422841,57.3103598387575,0.577461262
"617","2022092507 123","left","TEN",43334,"LV",46214,6,13.5207312677434,-25.7546682315435,65.3810625476186,-0.975290168
"618","2022092507 1254","left","TEN",43334,"LV",38551,3,10.937627047501,-6.18237295249898,55.4798438529212,2.320908715
"619","2022092507 173","right","TEN",43334,"LV",47889,3,7.17790452975434,7.17790452975434,52.0221584320479,0.915866244
"620","2022092507 2579","left","TEN",43334,"LV",44968,11,10.8006440610553,-9.17935593894475,60.9530803657525,-0.052204028
"621","2022092507 2600","right","TEN",43334,"LV",48581,10,15.9591577500838,15.9591577500838,64.3792005077526,1.101242643
"622","2022092507 2640","left","TEN",43334,"LV",47787,9,12.2835902873626,-8.77640971263736,57.9216327825728,-0.463362546
"623","2022092507 2958","left","TEN",43334,"LV",47787,5,13.5502401754876,-7.0697598245124,74.7244614091931,-0.493451967
"624","2022092507 721","left","TEN",43334,"LV",53509,9,5.67409077220726,-2.48590922779275,64.8372690691536,0.138434967
"625","2022092508 1241","left","PHI",47836,"WAS",53669,7,9.27293425223803,-7.44706574776188,71.1098657605752,0.757511029
